Loading data...
Vocabulary Size: 126197
Train/Dev split: 85710/9523
Writing to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160

2018-11-04T05:09:24.061990: step 1, loss 3.26253, acc 0.5
2018-11-04T14:20:34.423076: step 43229, loss 0.0358992, acc 0.96875
2018-11-04T14:20:35.051310: step 43230, loss 0.00835455, acc 1
2018-11-04T14:20:35.680036: step 43231, loss 0.00837307, acc 1
2018-11-04T14:20:36.298741: step 43232, loss 0.00850807, acc 1
2018-11-04T14:20:36.932232: step 43233, loss 1.86265e-09, acc 1
2018-11-04T14:20:37.558238: step 43234, loss 0.0142993, acc 0.984375
2018-11-04T14:20:38.185874: step 43235, loss 0.0280421, acc 0.96875
2018-11-04T14:20:38.815873: step 43236, loss 0.0489418, acc 0.953125
2018-11-04T14:20:39.435879: step 43237, loss 0.0580671, acc 0.953125
2018-11-04T14:20:40.064387: step 43238, loss 0.0445406, acc 0.96875
2018-11-04T14:20:40.699781: step 43239, loss 0.00835079, acc 1
2018-11-04T14:20:41.322930: step 43240, loss 0.0167786, acc 1
2018-11-04T14:20:41.951098: step 43241, loss 0.0396256, acc 0.984375
2018-11-04T14:20:42.575471: step 43242, loss 0.0305326, acc 0.984375
2018-11-04T14:20:43.195427: step 43243, loss 0.00833984, acc 1
2018-11-04T14:20:43.819171: step 43244, loss 0.013808, acc 0.984375
2018-11-04T14:20:44.452211: step 43245, loss 0.0276007, acc 0.96875
2018-11-04T14:20:45.096053: step 43246, loss 0.0221358, acc 0.984375
2018-11-04T14:20:45.724886: step 43247, loss 0.0137985, acc 0.984375
2018-11-04T14:20:46.355661: step 43248, loss 0.030507, acc 0.984375
2018-11-04T14:20:46.983623: step 43249, loss 0.0275912, acc 0.96875
2018-11-04T14:20:47.610099: step 43250, loss 0.0497463, acc 0.953125
2018-11-04T14:20:48.239163: step 43251, loss 0.00835269, acc 1
2018-11-04T14:20:48.866625: step 43252, loss 0.00835689, acc 1
2018-11-04T14:20:49.489987: step 43253, loss 0.0275409, acc 0.96875
2018-11-04T14:20:50.123763: step 43254, loss 0.000308972, acc 1
2018-11-04T14:20:50.744535: step 43255, loss 0.047222, acc 0.984375
2018-11-04T14:20:51.364713: step 43256, loss 5.58793e-09, acc 1
2018-11-04T14:20:51.989589: step 43257, loss 0.0137855, acc 0.984375
2018-11-04T14:20:52.612803: step 43258, loss 0.000177497, acc 1
2018-11-04T14:20:53.241010: step 43259, loss 0.00837523, acc 1
2018-11-04T14:20:53.866441: step 43260, loss 0.0221196, acc 0.984375
2018-11-04T14:20:54.490899: step 43261, loss 0.0307443, acc 0.984375
2018-11-04T14:20:55.128582: step 43262, loss 0.00838002, acc 1
2018-11-04T14:20:55.759076: step 43263, loss 0.0304699, acc 0.984375
2018-11-04T14:20:56.387023: step 43264, loss 0.0221172, acc 0.984375
2018-11-04T14:20:57.012930: step 43265, loss 0.00842115, acc 1
2018-11-04T14:20:57.631824: step 43266, loss 0.0314215, acc 0.984375
2018-11-04T14:20:58.258846: step 43267, loss 0.0221174, acc 0.984375
2018-11-04T14:20:58.891311: step 43268, loss 0.0501248, acc 0.953125
2018-11-04T14:20:59.522516: step 43269, loss 0.0274768, acc 0.96875
2018-11-04T14:21:00.149695: step 43270, loss 0, acc 1
2018-11-04T14:21:00.772563: step 43271, loss 0.016905, acc 1
2018-11-04T14:21:01.395606: step 43272, loss 0.0135123, acc 1
2018-11-04T14:21:02.027601: step 43273, loss 0.008396, acc 1
2018-11-04T14:21:02.647436: step 43274, loss 0.0251867, acc 1
2018-11-04T14:21:03.277360: step 43275, loss 0.0381771, acc 0.984375
2018-11-04T14:21:03.916767: step 43276, loss 0.044229, acc 0.96875
2018-11-04T14:21:04.537864: step 43277, loss 0.0246186, acc 1
2018-11-04T14:21:05.169859: step 43278, loss 0.0154239, acc 0.984375
2018-11-04T14:21:05.792763: step 43279, loss 0.000168295, acc 1
2018-11-04T14:21:06.421111: step 43280, loss 0.0304969, acc 0.984375
2018-11-04T14:21:07.051841: step 43281, loss 0.0139601, acc 0.984375
2018-11-04T14:21:07.679553: step 43282, loss 0.0251223, acc 1
2018-11-04T14:21:08.317024: step 43283, loss 0.0221218, acc 0.984375
2018-11-04T14:21:08.936123: step 43284, loss 0.0442458, acc 0.96875
2018-11-04T14:21:09.565260: step 43285, loss 0.0251667, acc 1
2018-11-04T14:21:10.193190: step 43286, loss 0.0221302, acc 0.984375
2018-11-04T14:21:10.822160: step 43287, loss 0.0334364, acc 1
2018-11-04T14:21:11.444166: step 43288, loss 0.022129, acc 0.984375
2018-11-04T14:21:12.068898: step 43289, loss 0.0221311, acc 0.984375
2018-11-04T14:21:12.693125: step 43290, loss 0.0389265, acc 0.984375
2018-11-04T14:21:13.317771: step 43291, loss 0.0392049, acc 0.984375
2018-11-04T14:21:13.953034: step 43292, loss 0.0359414, acc 0.96875
2018-11-04T14:21:14.577277: step 43293, loss 0.0305936, acc 0.984375
2018-11-04T14:21:15.207964: step 43294, loss 0.00832647, acc 1
2018-11-04T14:21:15.830731: step 43295, loss 0.0166448, acc 1
2018-11-04T14:21:16.458973: step 43296, loss 0.00831761, acc 1
2018-11-04T14:21:17.094411: step 43297, loss 0.0169082, acc 1
2018-11-04T14:21:17.718997: step 43298, loss 0.00830584, acc 1
2018-11-04T14:21:18.345228: step 43299, loss 0.0166089, acc 1
2018-11-04T14:21:18.969658: step 43300, loss 0.0387393, acc 0.984375

Evaluation:
2018-11-04T14:21:30.132472: step 43300, loss 2.22806, acc 0.8197

Saved model checkpoint to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160/checkpoints/model-43300

2018-11-04T14:21:32.941730: step 43301, loss 0.013936, acc 0.984375
2018-11-04T14:21:33.563919: step 43302, loss 0.0304394, acc 0.984375
2018-11-04T14:21:34.185326: step 43303, loss 0.0421351, acc 0.984375
2018-11-04T14:21:34.810939: step 43304, loss 0.0221659, acc 0.984375
2018-11-04T14:21:35.452084: step 43305, loss 0.000143307, acc 1
2018-11-04T14:21:36.075419: step 43306, loss 0.0113024, acc 0.984375
2018-11-04T14:21:36.717864: step 43307, loss 0.00616972, acc 1
2018-11-04T14:21:37.368968: step 43308, loss 0.0139227, acc 0.984375
2018-11-04T14:21:37.991010: step 43309, loss 0.00824894, acc 1
2018-11-04T14:21:38.620028: step 43310, loss 0.0247407, acc 1
2018-11-04T14:21:39.248903: step 43311, loss 0.0443533, acc 0.96875
2018-11-04T14:21:39.868556: step 43312, loss 0.00823823, acc 1
2018-11-04T14:21:40.502922: step 43313, loss 0.0247047, acc 1
2018-11-04T14:21:41.139804: step 43314, loss 6.6495e-07, acc 1
2018-11-04T14:21:41.780317: step 43315, loss 0.0221855, acc 0.984375
2018-11-04T14:21:42.395271: step 43316, loss 0.0304072, acc 0.984375
2018-11-04T14:21:43.028154: step 43317, loss 0.0167959, acc 1
2018-11-04T14:21:43.648574: step 43318, loss 0.00959441, acc 1
2018-11-04T14:21:44.269873: step 43319, loss 0.0217977, acc 0.984375
2018-11-04T14:21:44.905522: step 43320, loss 0.0505429, acc 0.953125
2018-11-04T14:21:45.530977: step 43321, loss 0.0361933, acc 0.96875
2018-11-04T14:21:46.161070: step 43322, loss 1.11759e-08, acc 1
2018-11-04T14:21:46.791908: step 43323, loss 0.00862208, acc 1
2018-11-04T14:21:47.418492: step 43324, loss 0.0163959, acc 1
2018-11-04T14:21:48.048343: step 43325, loss 0.0280028, acc 0.96875
2018-11-04T14:21:48.678370: step 43326, loss 0.0361984, acc 0.96875
2018-11-04T14:21:49.305298: step 43327, loss 0.00955784, acc 1
2018-11-04T14:21:49.943502: step 43328, loss 6.23491e-05, acc 1
2018-11-04T14:21:50.564774: step 43329, loss 0.00819813, acc 1
2018-11-04T14:21:51.185528: step 43330, loss 0.0221961, acc 0.984375
2018-11-04T14:21:51.813259: step 43331, loss 0.0222917, acc 0.984375
2018-11-04T14:21:52.440712: step 43332, loss 0.0245994, acc 1
2018-11-04T14:21:53.067643: step 43333, loss 0.00819688, acc 1
2018-11-04T14:21:53.688336: step 43334, loss 0.0140174, acc 0.984375
2018-11-04T14:21:54.310979: step 43335, loss 0.0221984, acc 0.984375
2018-11-04T14:21:54.940457: step 43336, loss 0.0362098, acc 0.96875
2018-11-04T14:21:55.566120: step 43337, loss 0.0420421, acc 0.953125
2018-11-04T14:21:56.194863: step 43338, loss 0.0282298, acc 0.96875
2018-11-04T14:21:56.825901: step 43339, loss 2.66356e-07, acc 1
2018-11-04T14:21:57.451417: step 43340, loss 0.0164143, acc 1
2018-11-04T14:21:58.076310: step 43341, loss 0.0279611, acc 0.96875
2018-11-04T14:21:58.709735: step 43342, loss 0.0254883, acc 0.984375
2018-11-04T14:21:59.332359: step 43343, loss 0.0246601, acc 1
2018-11-04T14:21:59.966042: step 43344, loss 0.0608265, acc 0.96875
2018-11-04T14:22:00.585468: step 43345, loss 0.0221864, acc 0.984375
2018-11-04T14:22:01.214432: step 43346, loss 0.0361474, acc 0.96875
2018-11-04T14:22:01.840968: step 43347, loss 0.0418776, acc 0.953125
2018-11-04T14:22:02.472158: step 43348, loss 1.73216e-06, acc 1
2018-11-04T14:22:03.099579: step 43349, loss 0.0221802, acc 0.984375
2018-11-04T14:22:03.725112: step 43350, loss 0.00834465, acc 1
2018-11-04T14:22:04.343503: step 43351, loss 0.0638665, acc 0.953125
2018-11-04T14:22:04.963279: step 43352, loss 0.0562042, acc 0.953125
2018-11-04T14:22:05.595314: step 43353, loss 0.0221946, acc 0.984375
2018-11-04T14:22:06.222062: step 43354, loss 0.00845312, acc 1
2018-11-04T14:22:06.849055: step 43355, loss 0.0247934, acc 1
2018-11-04T14:22:07.480237: step 43356, loss 0.0224111, acc 0.984375
2018-11-04T14:22:08.113518: step 43357, loss 0.013909, acc 0.984375
2018-11-04T14:22:08.739231: step 43358, loss 0.00850812, acc 1
2018-11-04T14:22:09.362003: step 43359, loss 0.0387109, acc 0.984375
2018-11-04T14:22:09.996230: step 43360, loss 0.0304449, acc 0.984375
2018-11-04T14:22:10.626316: step 43361, loss 0.0382417, acc 0.984375
2018-11-04T14:22:11.256334: step 43362, loss 0.022163, acc 0.984375
2018-11-04T14:22:11.883754: step 43363, loss 0.0360517, acc 0.96875
2018-11-04T14:22:12.507373: step 43364, loss 0.0226721, acc 0.984375
2018-11-04T14:22:13.137444: step 43365, loss 0.0638245, acc 0.9375
2018-11-04T14:22:13.789851: step 43366, loss 0.0193255, acc 1
2018-11-04T14:22:14.418921: step 43367, loss 0.0138754, acc 0.984375
2018-11-04T14:22:15.039817: step 43368, loss 2.6077e-08, acc 1
2018-11-04T14:22:15.658962: step 43369, loss 0.0221567, acc 0.984375
2018-11-04T14:22:16.287463: step 43370, loss 0.0803265, acc 0.9375
2018-11-04T14:22:16.913258: step 43371, loss 0.0277116, acc 0.96875
2018-11-04T14:22:17.534976: step 43372, loss 0.00830584, acc 1
2018-11-04T14:22:18.159911: step 43373, loss 0.490055, acc 0.96875
2018-11-04T14:22:18.781078: step 43374, loss 0.00831226, acc 1
2018-11-04T14:22:19.405891: step 43375, loss 0.00831486, acc 1
2018-11-04T14:22:20.042474: step 43376, loss 0.016633, acc 1
2018-11-04T14:22:20.670171: step 43377, loss 0.0221686, acc 0.984375
2018-11-04T14:22:21.298013: step 43378, loss 0.00831674, acc 1
2018-11-04T14:22:21.927582: step 43379, loss 0.0083164, acc 1
2018-11-04T14:22:22.556791: step 43380, loss 0.0138299, acc 0.984375
2018-11-04T14:22:23.187324: step 43381, loss 0.0304601, acc 0.984375
2018-11-04T14:22:23.812355: step 43382, loss 0.0166307, acc 1
2018-11-04T14:22:24.444273: step 43383, loss 0.0221958, acc 0.984375
2018-11-04T14:22:25.074379: step 43384, loss 0.000170333, acc 1
2018-11-04T14:22:25.698536: step 43385, loss 0.000193993, acc 1
2018-11-04T14:22:26.314327: step 43386, loss 0.00830933, acc 1
2018-11-04T14:22:26.937429: step 43387, loss 0.569665, acc 0.984375
2018-11-04T14:22:27.564390: step 43388, loss 0.00832534, acc 1
2018-11-04T14:22:28.198289: step 43389, loss 0.03881, acc 0.984375
2018-11-04T14:22:28.825003: step 43390, loss 0.0247495, acc 0.984375
2018-11-04T14:22:29.450242: step 43391, loss 0.0304473, acc 0.984375
2018-11-04T14:22:30.065854: step 43392, loss 0.0331637, acc 1
2018-11-04T14:22:30.687846: step 43393, loss 0.0305602, acc 0.984375
2018-11-04T14:22:31.316679: step 43394, loss 0.0443855, acc 0.96875
2018-11-04T14:22:31.951428: step 43395, loss 0.0638672, acc 0.9375
2018-11-04T14:22:32.585980: step 43396, loss 1.12799e-05, acc 1
2018-11-04T14:22:33.211490: step 43397, loss 0.0387076, acc 0.984375
2018-11-04T14:22:33.838102: step 43398, loss 0.0221654, acc 0.984375
2018-11-04T14:22:34.472435: step 43399, loss 0.0591182, acc 0.953125
2018-11-04T14:22:35.093092: step 43400, loss 0.0499478, acc 0.953125

Evaluation:
2018-11-04T14:22:46.311984: step 43400, loss 2.33141, acc 0.814554

Saved model checkpoint to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160/checkpoints/model-43400

2018-11-04T14:22:49.094526: step 43401, loss 0.00830358, acc 1
2018-11-04T14:22:49.721725: step 43402, loss 0.0221604, acc 0.984375
2018-11-04T14:22:50.344096: step 43403, loss 0.0138959, acc 0.984375
2018-11-04T14:22:50.974756: step 43404, loss 0.0553116, acc 0.984375
2018-11-04T14:22:51.606443: step 43405, loss 0.389597, acc 0.984375
2018-11-04T14:22:52.228373: step 43406, loss 0.0139293, acc 0.984375
2018-11-04T14:22:52.850719: step 43407, loss 1.49012e-08, acc 1
2018-11-04T14:22:53.512300: step 43408, loss 1.52357e-06, acc 1
2018-11-04T14:22:54.137185: step 43409, loss 0.0277084, acc 0.96875
2018-11-04T14:22:54.761295: step 43410, loss 2.80675e-06, acc 1
2018-11-04T14:22:55.398345: step 43411, loss 0.0522909, acc 0.96875
2018-11-04T14:22:56.026278: step 43412, loss 7.09884e-06, acc 1
2018-11-04T14:22:56.655354: step 43413, loss 0.0250261, acc 1
2018-11-04T14:22:57.282122: step 43414, loss 0.0166335, acc 1
2018-11-04T14:22:57.911421: step 43415, loss 0.0390385, acc 0.984375
2018-11-04T14:22:58.547442: step 43416, loss 0.0366818, acc 0.984375
2018-11-04T14:22:59.179329: step 43417, loss 0.000182477, acc 1
2018-11-04T14:22:59.810459: step 43418, loss 0.0215207, acc 0.984375
2018-11-04T14:23:00.433127: step 43419, loss 0.000801266, acc 1
2018-11-04T14:23:01.067182: step 43420, loss 0.0359912, acc 0.96875
2018-11-04T14:23:01.700206: step 43421, loss 2.21593e-05, acc 1
2018-11-04T14:23:02.330698: step 43422, loss 0.0138659, acc 0.984375
2018-11-04T14:23:02.960737: step 43423, loss 0.016719, acc 1
2018-11-04T14:23:03.599849: step 43424, loss 0.0138361, acc 0.984375
2018-11-04T14:23:04.229978: step 43425, loss 0.0137387, acc 0.984375
2018-11-04T14:23:04.855393: step 43426, loss 0.0218106, acc 0.984375
2018-11-04T14:23:05.476934: step 43427, loss 0.0439243, acc 0.96875
2018-11-04T14:23:06.101431: step 43428, loss 0.0218792, acc 0.984375
2018-11-04T14:23:06.730848: step 43429, loss 0.00911595, acc 1
2018-11-04T14:23:07.365050: step 43430, loss 0.0234501, acc 0.984375
2018-11-04T14:23:07.999644: step 43431, loss 0.0238706, acc 0.96875
2018-11-04T14:23:08.627412: step 43432, loss 0.0251331, acc 1
2018-11-04T14:23:09.261872: step 43433, loss 0.0105758, acc 1
2018-11-04T14:23:09.890263: step 43434, loss 0.00834831, acc 1
2018-11-04T14:23:10.530980: step 43435, loss 0.0396689, acc 0.96875
2018-11-04T14:23:11.160202: step 43436, loss 0.0444647, acc 0.96875
2018-11-04T14:23:11.793606: step 43437, loss 0.0913088, acc 0.96875
2018-11-04T14:23:12.418597: step 43438, loss 0.0657331, acc 0.953125
2018-11-04T14:23:13.049404: step 43439, loss 0.0222077, acc 0.984375
2018-11-04T14:23:13.692057: step 43440, loss 0.0103101, acc 1
2018-11-04T14:23:14.314819: step 43441, loss 0.0100935, acc 1
2018-11-04T14:23:14.944025: step 43442, loss 0, acc 1
2018-11-04T14:23:15.571004: step 43443, loss 0.0141992, acc 0.984375
2018-11-04T14:23:16.203475: step 43444, loss 0.000155595, acc 1
2018-11-04T14:23:16.829276: step 43445, loss 0.0138545, acc 0.984375
2018-11-04T14:23:17.453918: step 43446, loss 0.0221526, acc 0.984375
2018-11-04T14:23:18.083380: step 43447, loss 0.0659054, acc 0.984375
2018-11-04T14:23:18.708674: step 43448, loss 0.0170499, acc 1
2018-11-04T14:23:19.335759: step 43449, loss 0.0359514, acc 0.96875
2018-11-04T14:23:19.962705: step 43450, loss 0.0525574, acc 0.96875
2018-11-04T14:23:20.591511: step 43451, loss 0.0222399, acc 0.984375
2018-11-04T14:23:21.220391: step 43452, loss 2.79397e-08, acc 1
2018-11-04T14:23:21.844760: step 43453, loss 0.00828717, acc 1
2018-11-04T14:23:22.474260: step 43454, loss 0.0304439, acc 0.984375
2018-11-04T14:23:23.108466: step 43455, loss 1.3744e-05, acc 1
2018-11-04T14:23:23.736987: step 43456, loss 0.0222254, acc 0.984375
2018-11-04T14:23:24.362349: step 43457, loss 0.014894, acc 1
2018-11-04T14:23:24.985438: step 43458, loss 0.0253311, acc 0.984375
2018-11-04T14:23:25.611205: step 43459, loss 0.00835449, acc 1
2018-11-04T14:23:26.265890: step 43460, loss 0.0450123, acc 0.984375
2018-11-04T14:23:26.889317: step 43461, loss 0.0469899, acc 0.984375
2018-11-04T14:23:27.525614: step 43462, loss 0.0300606, acc 0.984375
2018-11-04T14:23:28.149904: step 43463, loss 4.47034e-08, acc 1
2018-11-04T14:23:28.781735: step 43464, loss 7.67258e-05, acc 1
2018-11-04T14:23:29.419514: step 43465, loss 0.0221027, acc 0.984375
2018-11-04T14:23:30.055741: step 43466, loss 0.0640627, acc 0.96875
2018-11-04T14:23:30.685441: step 43467, loss 0.0392053, acc 0.984375
2018-11-04T14:23:31.314757: step 43468, loss 0.0135635, acc 0.984375
2018-11-04T14:23:31.938359: step 43469, loss 0.00826504, acc 1
2018-11-04T14:23:32.582948: step 43470, loss 0.00890547, acc 1
2018-11-04T14:23:33.217928: step 43471, loss 0.0171, acc 1
2018-11-04T14:23:33.842493: step 43472, loss 0.0437601, acc 0.96875
2018-11-04T14:23:34.485161: step 43473, loss 1.30385e-08, acc 1
2018-11-04T14:23:35.146016: step 43474, loss 0.0212037, acc 0.984375
2018-11-04T14:23:35.779698: step 43475, loss 0.0230919, acc 0.984375
2018-11-04T14:23:36.413478: step 43476, loss 0.0191628, acc 1
2018-11-04T14:23:37.055345: step 43477, loss 0.03355, acc 0.96875
2018-11-04T14:23:37.683720: step 43478, loss 3.53902e-08, acc 1
2018-11-04T14:23:38.323181: step 43479, loss 0.0314005, acc 0.984375
2018-11-04T14:23:38.955997: step 43480, loss 0.00849254, acc 1
2018-11-04T14:23:39.581747: step 43481, loss 4.21277e-06, acc 1
2018-11-04T14:23:40.223512: step 43482, loss 0.0382566, acc 0.984375
2018-11-04T14:23:40.860541: step 43483, loss 6.81716e-07, acc 1
2018-11-04T14:23:41.499490: step 43484, loss 0.00822852, acc 1
2018-11-04T14:23:42.127813: step 43485, loss 0.007097, acc 1
2018-11-04T14:23:42.756507: step 43486, loss 0.00822527, acc 1
2018-11-04T14:23:43.388238: step 43487, loss 0.0467168, acc 0.984375
2018-11-04T14:23:44.027259: step 43488, loss 0.0411677, acc 0.96875
2018-11-04T14:23:44.658607: step 43489, loss 0.0246293, acc 0.984375
2018-11-04T14:23:45.296861: step 43490, loss 0.0235684, acc 1
2018-11-04T14:23:45.919725: step 43491, loss 0.0349356, acc 0.984375
2018-11-04T14:23:46.541345: step 43492, loss 0.0381487, acc 0.984375
2018-11-04T14:23:47.159735: step 43493, loss 0.00737345, acc 1
2018-11-04T14:23:47.803274: step 43494, loss 0.0361773, acc 0.984375
2018-11-04T14:23:48.431462: step 43495, loss 0.0533461, acc 0.96875
2018-11-04T14:23:49.058733: step 43496, loss 0.0392667, acc 0.984375
2018-11-04T14:23:49.694827: step 43497, loss 0.0140001, acc 0.984375
2018-11-04T14:23:50.326175: step 43498, loss 0.0348518, acc 0.984375
2018-11-04T14:23:50.953015: step 43499, loss 0.0156043, acc 0.984375
2018-11-04T14:23:51.586556: step 43500, loss 0.0139971, acc 0.984375

Evaluation:
2018-11-04T14:24:03.287682: step 43500, loss 2.451, acc 0.809094

Saved model checkpoint to /home/cuizy/Downloads/cnn-text-classification-tf-master/runs/1541326160/checkpoints/model-43500

2018-11-04T14:24:06.221749: step 43501, loss 0.0212675, acc 0.984375
2018-11-04T14:24:06.859995: step 43502, loss 0.0082202, acc 1
2018-11-04T14:24:07.483222: step 43503, loss 0.0260082, acc 1
2018-11-04T14:24:08.111787: step 43504, loss 0.00781029, acc 1
2018-11-04T14:24:08.738917: step 43505, loss 0.00835717, acc 1
2018-11-04T14:24:09.362838: step 43506, loss 0.0154165, acc 1
2018-11-04T14:24:09.988427: step 43507, loss 0.0381826, acc 0.984375
2018-11-04T14:24:10.636874: step 43508, loss 0.0157739, acc 1
2018-11-04T14:24:11.266635: step 43509, loss 0.0225618, acc 0.984375
2018-11-04T14:24:11.892842: step 43510, loss 0.0406565, acc 0.96875
2018-11-04T14:24:12.523010: step 43511, loss 0.0203172, acc 0.984375
2018-11-04T14:24:13.146550: step 43512, loss 0.0251799, acc 0.96875
2018-11-04T14:24:13.785018: step 43513, loss 0.0514999, acc 0.984375
2018-11-04T14:24:14.412234: step 43514, loss 2.42144e-08, acc 1
2018-11-04T14:24:15.041285: step 43515, loss 0.0271968, acc 0.96875
2018-11-04T14:24:15.672286: step 43516, loss 5.25261e-07, acc 1
2018-11-04T14:24:16.309672: step 43517, loss 0.0447364, acc 0.953125
2018-11-04T14:24:16.939615: step 43518, loss 0.031095, acc 0.984375
2018-11-04T14:24:17.561095: step 43519, loss 0.0367565, acc 0.96875
2018-11-04T14:24:18.187700: step 43520, loss 0.0301775, acc 0.984375
2018-11-04T14:24:18.815604: step 43521, loss 0.0152706, acc 1
2018-11-04T14:24:19.440718: step 43522, loss 0.0143319, acc 0.984375
2018-11-04T14:24:20.067981: step 43523, loss 0.0885641, acc 0.9375
2018-11-04T14:24:20.704310: step 43524, loss 0.0152915, acc 0.984375
2018-11-04T14:24:21.331533: step 43525, loss 0.0758115, acc 0.96875
2018-11-04T14:24:21.971372: step 43526, loss 0.0126671, acc 0.984375
2018-11-04T14:24:22.592855: step 43527, loss 0.137829, acc 0.96875
2018-11-04T14:24:23.226025: step 43528, loss 0.0248635, acc 0.984375
2018-11-04T14:24:23.856624: step 43529, loss 0.0281501, acc 0.96875
2018-11-04T14:24:24.482663: step 43530, loss 0.0421575, acc 0.953125
2018-11-04T14:24:25.116377: step 43531, loss 0.030507, acc 0.984375
2018-11-04T14:24:25.743813: step 43532, loss 0.0333453, acc 0.96875
2018-11-04T14:24:26.373631: step 43533, loss 0.0228936, acc 0.984375
2018-11-04T14:24:27.000082: step 43534, loss 0.0248472, acc 0.96875
2018-11-04T14:24:27.618045: step 43535, loss 0.0143809, acc 0.984375
2018-11-04T14:24:28.244783: step 43536, loss 0.0108808, acc 0.984375
2018-11-04T14:24:28.873407: step 43537, loss 0.0196955, acc 0.984375
2018-11-04T14:24:29.501697: step 43538, loss 1.86265e-09, acc 1
2018-11-04T14:24:30.132541: step 43539, loss 0.0100163, acc 1
2018-11-04T14:24:30.767314: step 43540, loss 0.0170721, acc 1
2018-11-04T14:24:31.397746: step 43541, loss 0.0140687, acc 0.984375
2018-11-04T14:24:32.027473: step 43542, loss 0.0734839, acc 0.953125
2018-11-04T14:24:32.650613: step 43543, loss 0.0224922, acc 1
2018-11-04T14:24:33.280055: step 43544, loss 0.0186929, acc 1
2018-11-04T14:24:33.938425: step 43545, loss 0.0161651, acc 1
2018-11-04T14:24:34.559073: step 43546, loss 0.0620434, acc 0.96875
2018-11-04T14:24:35.183940: step 43547, loss 0.0485839, acc 0.984375
2018-11-04T14:24:35.811709: step 43548, loss 0.0979525, acc 0.96875
2018-11-04T14:24:36.442072: step 43549, loss 0.0141286, acc 0.984375
2018-11-04T14:24:37.071929: step 43550, loss 0.0297251, acc 0.984375
2018-11-04T14:24:37.698298: step 43551, loss 0.00810282, acc 1
2018-11-04T14:24:38.326856: step 43552, loss 0.0164928, acc 1
2018-11-04T14:24:38.953577: step 43553, loss 0.0206773, acc 0.984375
2018-11-04T14:24:39.586799: step 43554, loss 0.016181, acc 1
2018-11-04T14:24:40.211568: step 43555, loss 0.0389684, acc 0.984375
2018-11-04T14:24:40.844976: step 43556, loss 5.97898e-07, acc 1
2018-11-04T14:24:41.475199: step 43557, loss 1.48271e-05, acc 1
2018-11-04T14:24:42.102806: step 43558, loss 0.0131912, acc 1
2018-11-04T14:24:42.727896: step 43559, loss 0.0257441, acc 0.984375
2018-11-04T14:24:43.350432: step 43560, loss 0.0317684, acc 0.984375
2018-11-04T14:24:43.975112: step 43561, loss 0.00857108, acc 1
2018-11-04T14:24:44.601697: step 43562, loss 0.0539496, acc 0.953125
2018-11-04T14:24:45.242347: step 43563, loss 0.0254412, acc 0.984375
2018-11-04T14:24:45.869847: step 43564, loss 0.00812606, acc 1
2018-11-04T14:24:46.500128: step 43565, loss 0.014271, acc 0.984375
2018-11-04T14:24:47.126509: step 43566, loss 0.0129415, acc 1
2018-11-04T14:24:47.753395: step 43567, loss 0.183534, acc 0.96875
2018-11-04T14:24:48.382835: step 43568, loss 0.0142065, acc 0.984375
2018-11-04T14:24:49.008214: step 43569, loss 0.0142011, acc 0.984375
2018-11-04T14:24:49.641193: step 43570, loss 0.0175055, acc 0.984375
2018-11-04T14:24:50.274935: step 43571, loss 0.0437997, acc 0.96875
2018-11-04T14:24:50.905828: step 43572, loss 0.00679216, acc 1
2018-11-04T14:24:51.534884: step 43573, loss 0.00807994, acc 1
2018-11-04T14:24:52.174460: step 43574, loss 0.00695321, acc 1
2018-11-04T14:24:52.800898: step 43575, loss 0.0371852, acc 0.96875
2018-11-04T14:24:53.428591: step 43576, loss 0.0319627, acc 0.96875
2018-11-04T14:24:54.048646: step 43577, loss 7.63683e-08, acc 1
2018-11-04T14:24:54.674612: step 43578, loss 0.0479099, acc 0.984375
2018-11-04T14:24:55.304207: step 43579, loss 0.0299733, acc 0.984375
2018-11-04T14:24:55.925312: step 43580, loss 0.0214333, acc 0.984375
2018-11-04T14:24:56.552410: step 43581, loss 0.0162743, acc 1
2018-11-04T14:24:57.184579: step 43582, loss 0.0374373, acc 0.96875
2018-11-04T14:24:57.814529: step 43583, loss 0.0661829, acc 0.96875
2018-11-04T14:24:58.442216: step 43584, loss 0.0155001, acc 1
2018-11-04T14:24:59.065030: step 43585, loss 0.0307129, acc 0.984375
2018-11-04T14:24:59.696782: step 43586, loss 0.0163127, acc 0.984375
2018-11-04T14:25:00.325207: step 43587, loss 0.0231083, acc 0.984375
2018-11-04T14:25:00.949300: step 43588, loss 0.0222431, acc 0.984375
2018-11-04T14:25:01.581688: step 43589, loss 0.028909, acc 0.96875
2018-11-04T14:25:02.212602: step 43590, loss 0.0305372, acc 0.984375
2018-11-04T14:25:02.839349: step 43591, loss 0.00116465, acc 1
2018-11-04T14:25:03.469310: step 43592, loss 0.00811208, acc 1
2018-11-04T14:25:04.089968: step 43593, loss 0.0614437, acc 0.96875
2018-11-04T14:25:04.726415: step 43594, loss 0.0231649, acc 0.984375
2018-11-04T14:25:05.359676: step 43595, loss 0.00812301, acc 1
2018-11-04T14:25:05.982708: step 43596, loss 0.0309654, acc 0.984375
